Date,Tmax,Tmin,Tavg
01-01-1971,24.2,19,21.6
02-01-1971,24.7,11.2,17.95
03-01-1971,24.2,12.9,18.55
04-01-1971,23.6,11.1,17.35
05-01-1971,25,14.1,19.55
06-01-1971,25.5,11.2,18.35
07-01-1971,24,13.8,18.9
08-01-1971,23.8,14.6,19.2
09-01-1971,25.4,9.9,17.65
10-01-1971,24.2,16.3,20.25
11-01-1971,26.4,13,19.7
12-01-1971,29.5,12.9,21.2
13-01-1971,25.9,12.9,19.4
14-01-1971,25.7,10.8,18.25
15-01-1971,27.5,10.3,18.9
16-01-1971,32.3,16.5,24.4
17-01-1971,38.5,19,28.75
18-01-1971,25,19.4,22.2
19-01-1971,30.2,13.6,21.9
20-01-1971,33.2,16.8,25
21-01-1971,40,23.2,31.6
22-01-1971,40.7,26.1,33.4
23-01-1971,29.2,20.2,24.7
24-01-1971,32.7,16.6,24.65
25-01-1971,31.4,16.6,24
26-01-1971,30.1,16.5,23.3
27-01-1971,35.2,21.1,28.15
28-01-1971,35.1,21.1,28.1
29-01-1971,35.3,24.6,29.95
30-01-1971,35.7,25,30.35
31-01-1971,32,22.6,27.3
01-02-1971,35.1,21.6,28.35
02-02-1971,38.8,23.3,31.05
03-02-1971,35.3,21.7,28.5
04-02-1971,31.4,20.9,26.15
05-02-1971,28.4,20.6,24.5
06-02-1971,25.4,20.6,23
07-02-1971,25.2,15.4,20.3
08-02-1971,26.9,13.2,20.05
09-02-1971,28.6,14.6,21.6
10-02-1971,31.9,13.6,22.75
11-02-1971,30.5,15.9,23.2
12-02-1971,30.9,16.7,23.8
13-02-1971,26.3,12.6,19.45
14-02-1971,23.1,15,19.05
15-02-1971,24.4,17,20.7
16-02-1971,26,12.4,19.2
17-02-1971,26,13.4,19.7
18-02-1971,25,10.2,17.6
19-02-1971,28.3,10.9,19.6
20-02-1971,31.4,15.9,23.65
21-02-1971,32.3,16.6,24.45
22-02-1971,33.2,17.3,25.25
23-02-1971,37.3,20.9,29.1
24-02-1971,37.2,23.8,30.5
25-02-1971,26.4,20.6,23.5
26-02-1971,26.3,20,23.15
27-02-1971,29.4,15.2,22.3
28-02-1971,31.4,18.2,24.8
01-03-1971,33.2,17,25.1
02-03-1971,35.2,20,27.6
03-03-1971,37.6,21.2,29.4
04-03-1971,28.5,18.7,23.6
05-03-1971,25.8,19.8,22.8
06-03-1971,28,15.9,21.95
07-03-1971,27.6,17.3,22.45
08-03-1971,26.8,13.7,20.25
09-03-1971,30.7,12.9,21.8
10-03-1971,30.7,16.4,23.55
11-03-1971,32.5,18.2,25.35
12-03-1971,24.6,19.7,22.15
13-03-1971,26.4,14.9,20.65
14-03-1971,27.3,14.3,20.8
15-03-1971,28,14.8,21.4
16-03-1971,31.1,18,24.55
17-03-1971,32.9,17,24.95
18-03-1971,31.7,19.4,25.55
19-03-1971,34.4,19.8,27.1
20-03-1971,35.4,19,27.2
21-03-1971,29.3,18.1,23.7
22-03-1971,28.8,13.5,21.15
23-03-1971,24.6,17.4,21
24-03-1971,24.1,13.5,18.8
25-03-1971,26.3,12.8,19.55
26-03-1971,29.3,13.7,21.5
27-03-1971,22.7,17.4,20.05
28-03-1971,18.1,16.9,17.5
29-03-1971,20.7,11.8,16.25
30-03-1971,23.7,11.2,17.45
31-03-1971,26.8,13.7,20.25
01-04-1971,30,16.5,23.25
02-04-1971,31.7,17.7,24.7
03-04-1971,36.3,18.2,27.25
04-04-1971,29.2,18.5,23.85
05-04-1971,23.3,19,21.15
06-04-1971,22.4,14.7,18.55
07-04-1971,25.9,9.6,17.75
08-04-1971,30.4,14.7,22.55
09-04-1971,26.9,15.9,21.4
10-04-1971,28.7,13.9,21.3
11-04-1971,31.5,17.6,24.55
12-04-1971,26.1,15.5,20.8
13-04-1971,19,14.5,16.75
14-04-1971,20,7.8,13.9
15-04-1971,19.9,8.4,14.15
16-04-1971,20.5,7.3,13.9
17-04-1971,20.1,5.5,12.8
18-04-1971,22.4,7.1,14.75
19-04-1971,23.4,7.1,15.25
20-04-1971,24.7,7.9,16.3
21-04-1971,24.9,9.9,17.4
22-04-1971,25,9.6,17.3
23-04-1971,18.2,5.7,11.95
24-04-1971,17.8,2,9.9
25-04-1971,19.6,2.4,11
26-04-1971,20.9,3.6,12.25
27-04-1971,23.1,4.7,13.9
28-04-1971,24.1,7.1,15.6
29-04-1971,22.3,3.2,12.75
30-04-1971,20.5,5.6,13.05
01-05-1971,18.7,6.5,12.6
02-05-1971,21.5,6.3,13.9
03-05-1971,21,3.6,12.3
04-05-1971,21.4,5.4,13.4
05-05-1971,26.4,8.1,17.25
06-05-1971,25.9,7.1,16.5
07-05-1971,24.1,11.6,17.85
08-05-1971,23.9,6.3,15.1
09-05-1971,22.5,8.1,15.3
10-05-1971,22.5,6.3,14.4
11-05-1971,24.7,12.1,18.4
12-05-1971,29,13.8,21.4
13-05-1971,26.7,17.6,22.15
14-05-1971,21.4,14.5,17.95
15-05-1971,19.2,9.8,14.5
16-05-1971,20.3,13.5,16.9
17-05-1971,20.7,12.3,16.5
18-05-1971,22.2,12,17.1
19-05-1971,21.5,13.1,17.3
20-05-1971,21.5,13.4,17.45
21-05-1971,18.1,6.9,12.5
22-05-1971,20.1,11.3,15.7
23-05-1971,14.6,7.2,10.9
24-05-1971,16.1,4.2,10.15
25-05-1971,17.6,4.3,10.95
26-05-1971,19.5,5.5,12.5
27-05-1971,21.4,6.8,14.1
28-05-1971,21.4,10.6,16
29-05-1971,22.3,7.6,14.95
30-05-1971,21.2,11,16.1
31-05-1971,17.3,11.3,14.3
01-06-1971,17.5,3.6,10.55
02-06-1971,19.7,3,11.35
03-06-1971,20.2,5.2,12.7
04-06-1971,20.2,11.5,15.85
05-06-1971,19.6,13.3,16.45
06-06-1971,16.9,12,14.45
07-06-1971,17.6,9.1,13.35
08-06-1971,20.6,9.4,15
09-06-1971,19.4,12.8,16.1
10-06-1971,20.1,10.5,15.3
11-06-1971,18.4,9.6,14
12-06-1971,20.2,5.2,12.7
13-06-1971,21.4,6.9,14.15
14-06-1971,23.1,7.5,15.3
15-06-1971,22,9,15.5
16-06-1971,21.4,10.2,15.8
17-06-1971,19.6,11.2,15.4
18-06-1971,19.7,6.9,13.3
19-06-1971,19.9,7.2,13.55
20-06-1971,18.8,9.3,14.05
21-06-1971,17.5,3,10.25
22-06-1971,17.2,1.1,9.15
23-06-1971,18.6,1.8,10.2
24-06-1971,19.4,3.3,11.35
25-06-1971,19.4,5.3,12.35
26-06-1971,17.1,6.9,12
27-06-1971,19.4,7.2,13.3
28-06-1971,20.9,6.3,13.6
29-06-1971,24.1,8.2,16.15
30-06-1971,20.7,11.4,16.05
01-07-1971,19.3,8,13.65
02-07-1971,21,7.4,14.2
03-07-1971,18.5,11.9,15.2
04-07-1971,16.3,9.3,12.8
05-07-1971,21.1,6.8,13.95
06-07-1971,19.7,5.5,12.6
07-07-1971,20.5,4.6,12.55
08-07-1971,21.4,6.4,13.9
09-07-1971,22.5,6.9,14.7
10-07-1971,21.4,5.1,13.25
11-07-1971,20.1,4,12.05
12-07-1971,15.7,7.2,11.45
13-07-1971,17.6,7.5,12.55
14-07-1971,17,7.3,12.15
15-07-1971,16.7,4.3,10.5
16-07-1971,18.5,7,12.75
17-07-1971,15.8,8.6,12.2
18-07-1971,17,5.2,11.1
19-07-1971,19.2,6.8,13
20-07-1971,17.4,8.6,13
21-07-1971,14.7,4.6,9.65
22-07-1971,17.2,1.7,9.45
23-07-1971,20.6,7,13.8
24-07-1971,16.2,6.9,11.55
25-07-1971,17.4,6.5,11.95
26-07-1971,18.4,1.2,9.8
27-07-1971,20.6,5.4,13
28-07-1971,20.9,12.3,16.6
29-07-1971,20.5,9.3,14.9
30-07-1971,18.7,12.4,15.55
31-07-1971,17.2,9,13.1
01-08-1971,19.4,9.2,14.3
02-08-1971,20.1,10,15.05
03-08-1971,18.7,9.1,13.9
04-08-1971,16.5,8.9,12.7
05-08-1971,16.6,4.1,10.35
06-08-1971,15.7,7.7,11.7
07-08-1971,14.3,3.2,8.75
08-08-1971,14.1,6.9,10.5
09-08-1971,17.1,4.1,10.6
10-08-1971,17.4,2.2,9.8
11-08-1971,18.7,4.5,11.6
12-08-1971,18.4,6.7,12.55
13-08-1971,15.9,7.6,11.75
14-08-1971,19.3,10.5,14.9
15-08-1971,18.2,11.9,15.05
16-08-1971,16.6,8.7,12.65
17-08-1971,19.4,8.2,13.8
18-08-1971,18.8,8.2,13.5
19-08-1971,18.2,9.8,14
20-08-1971,19.9,6,12.95
21-08-1971,19.4,7.4,13.4
22-08-1971,18.5,7.2,12.85
23-08-1971,19.4,3.1,11.25
24-08-1971,19.9,8,13.95
25-08-1971,25.1,10.8,17.95
26-08-1971,15.9,12,13.95
27-08-1971,17.6,7.4,12.5
28-08-1971,17.6,8.1,12.85
29-08-1971,16.8,5.7,11.25
30-08-1971,18.4,5.7,12.05
31-08-1971,19.2,3.8,11.5
01-09-1971,19.3,8.1,13.7
02-09-1971,20.1,8.1,14.1
03-09-1971,22.9,9.2,16.05
04-09-1971,19.9,6.9,13.4
05-09-1971,17.8,11.7,14.75
06-09-1971,18.3,4.7,11.5
07-09-1971,20,11.6,15.8
08-09-1971,16.7,13.2,14.95
09-09-1971,17.2,5,11.1
10-09-1971,18.3,5.8,12.05
11-09-1971,20.5,6.5,13.5
12-09-1971,18.2,11.7,14.95
13-09-1971,18.3,11.9,15.1
14-09-1971,19.6,9.5,14.55
15-09-1971,22.7,5.1,13.9
16-09-1971,19.8,9.6,14.7
17-09-1971,18.5,11.1,14.8
18-09-1971,16.1,10.7,13.4
19-09-1971,15.1,5.3,10.2
20-09-1971,18,7.6,12.8
21-09-1971,19.9,10.7,15.3
22-09-1971,18.6,11.8,15.2
23-09-1971,18,5.7,11.85
24-09-1971,13,8.8,10.9
25-09-1971,15.3,4.9,10.1
26-09-1971,17.4,9.3,13.35
27-09-1971,20.1,11.6,15.85
28-09-1971,21.7,12.6,17.15
29-09-1971,19.2,14.9,17.05
30-09-1971,20.4,14.5,17.45
01-10-1971,19.9,14.2,17.05
02-10-1971,20.7,9.5,15.1
03-10-1971,29,8.2,18.6
04-10-1971,23.5,9.5,16.5
05-10-1971,19.4,13,16.2
06-10-1971,16.9,10.2,13.55
07-10-1971,15.3,10,12.65
08-10-1971,17.1,4.8,10.95
09-10-1971,17.5,4.6,11.05
10-10-1971,21.4,5.6,13.5
11-10-1971,20.8,5.6,13.2
12-10-1971,20.2,6.4,13.3
13-10-1971,19.2,11.9,15.55
14-10-1971,18.2,12.6,15.4
15-10-1971,22.1,11.1,16.6
16-10-1971,21.4,7.7,14.55
17-10-1971,20.3,12.3,16.3
18-10-1971,28.2,6.8,17.5
19-10-1971,19.6,13.1,16.35
20-10-1971,21.6,11.3,16.45
21-10-1971,20.3,6.4,13.35
22-10-1971,20,13.3,16.65
23-10-1971,22.9,6.7,14.8
24-10-1971,21,8.6,14.8
25-10-1971,16.5,9.9,13.2
26-10-1971,18.2,2.8,10.5
27-10-1971,20,4.6,12.3
28-10-1971,19.8,3.9,11.85
29-10-1971,20,8.4,14.2
30-10-1971,22.4,6.4,14.4
31-10-1971,27.2,7.9,17.55
01-11-1971,21.3,7.7,14.5
02-11-1971,20.6,13.5,17.05
03-11-1971,20.1,9.4,14.75
04-11-1971,21.3,12.4,16.85
05-11-1971,18.8,11.9,15.35
06-11-1971,25.2,9.2,17.2
07-11-1971,30.2,11.4,20.8
08-11-1971,23.5,12.5,18
09-11-1971,18.7,11.7,15.2
10-11-1971,16.8,9.4,13.1
11-11-1971,18.5,8.2,13.35
12-11-1971,19.6,4.4,12
13-11-1971,21.6,11.6,16.6
14-11-1971,23.9,6.4,15.15
15-11-1971,17.4,11.8,14.6
16-11-1971,17.4,6.1,11.75
17-11-1971,20.7,9.4,15.05
18-11-1971,20.8,6.5,13.65
19-11-1971,20.6,9.6,15.1
20-11-1971,24.9,9.3,17.1
21-11-1971,22.4,8.5,15.45
22-11-1971,19.8,10.5,15.15
23-11-1971,23.4,9.4,16.4
24-11-1971,24.8,14.6,19.7
25-11-1971,24.3,14.4,19.35
26-11-1971,27.5,12.9,20.2
27-11-1971,28.3,14.9,21.6
28-11-1971,34,15.4,24.7
29-11-1971,24.7,15.4,20.05
30-11-1971,23.4,11.8,17.6
01-12-1971,26.5,8.9,17.7
02-12-1971,25.8,8.5,17.15
03-12-1971,23.9,6.8,15.35
04-12-1971,27,10.2,18.6
05-12-1971,29.1,15.4,22.25
06-12-1971,32.6,14.6,23.6
07-12-1971,29.6,16.8,23.2
08-12-1971,22.4,16.2,19.3
09-12-1971,22.2,11.8,17
10-12-1971,24.7,8.6,16.65
11-12-1971,26.5,10.6,18.55
12-12-1971,26.5,10.3,18.4
13-12-1971,30.8,12.2,21.5
14-12-1971,34.5,13.2,23.85
15-12-1971,38.2,17.2,27.7
16-12-1971,32.6,11.5,22.05
17-12-1971,30.4,15.4,22.9
18-12-1971,31.9,15.9,23.9
19-12-1971,33.4,14.8,24.1
20-12-1971,32.5,14.5,23.5
21-12-1971,27.6,12.8,20.2
22-12-1971,25.8,16.1,20.95
23-12-1971,27.1,10.1,18.6
24-12-1971,23.9,11.4,17.65
25-12-1971,23.1,15,19.05
26-12-1971,24.3,8.7,16.5
27-12-1971,28.5,9.7,19.1
28-12-1971,27.4,10.3,18.85
29-12-1971,26.5,10.8,18.65
30-12-1971,29.7,12.1,20.9
31-12-1971,34.7,16.8,25.75
01-01-1972,38.7,17.4,28.05
02-01-1972,39.9,22.2,31.05
03-01-1972,31.8,14.5,23.15
04-01-1972,28.4,18.4,23.4
05-01-1972,25.2,19.5,22.35
06-01-1972,26.5,14.3,20.4
07-01-1972,28.5,14.2,21.35
08-01-1972,30.1,12.6,21.35
09-01-1972,32.4,14.5,23.45
10-01-1972,33.3,15.3,24.3
11-01-1972,35.9,14.5,25.2
12-01-1972,37.9,17.1,27.5
13-01-1972,35.1,14.6,24.85
14-01-1972,32.2,14.3,23.25
15-01-1972,34.7,16.3,25.5
16-01-1972,36.9,13,24.95
17-01-1972,38.2,18.4,28.3
18-01-1972,32.1,19.2,25.65
19-01-1972,27.3,14.5,20.9
20-01-1972,30.3,12.2,21.25
21-01-1972,32.5,14.6,23.55
22-01-1972,37.9,18.6,28.25
23-01-1972,39.6,21.8,30.7
24-01-1972,28.5,19.4,23.95
25-01-1972,27.3,15.2,21.25
26-01-1972,31.3,14.5,22.9
27-01-1972,39.2,18.4,28.8
28-01-1972,27.9,18.8,23.35
29-01-1972,36,12.2,24.1
30-01-1972,31.2,17.2,24.2
31-01-1972,29.8,15.6,22.7
01-02-1972,32,17,24.5
02-02-1972,37.3,18.4,27.85
03-02-1972,38.7,19.2,28.95
04-02-1972,40.3,23.1,31.7
05-02-1972,40.5,23.1,31.8
06-02-1972,33.8,18.3,26.05
07-02-1972,34.8,19.9,27.35
08-02-1972,32.9,16.6,24.75
09-02-1972,32.6,13.6,23.1
10-02-1972,26.4,17.4,21.9
11-02-1972,28.5,14.7,21.6
12-02-1972,31.7,11.3,21.5
13-02-1972,37.2,14.7,25.95
14-02-1972,38.2,15.4,26.8
15-02-1972,39.1,19.4,29.25
16-02-1972,35.5,14.8,25.15
17-02-1972,37.6,16.6,27.1
18-02-1972,38.3,20.4,29.35
19-02-1972,38.5,20.6,29.55
20-02-1972,39.7,20.9,30.3
21-02-1972,37.9,22.5,30.2
22-02-1972,40.5,24.2,32.35
23-02-1972,39.3,20.3,29.8
24-02-1972,34.1,15.5,24.8
25-02-1972,33.3,15.3,24.3
26-02-1972,28.3,13,20.65
27-02-1972,26.1,15.8,20.95
28-02-1972,28.8,12.4,20.6
29-02-1972,27.9,15.5,21.7
01-03-1972,29,18.6,23.8
02-03-1972,29.9,18,23.95
03-03-1972,33.8,18.8,26.3
04-03-1972,35.5,18,26.75
05-03-1972,39,21.6,30.3
06-03-1972,39,23.5,31.25
07-03-1972,29.6,19.8,24.7
08-03-1972,31.3,16.5,23.9
09-03-1972,33.8,13.4,23.6
10-03-1972,32.4,17,24.7
11-03-1972,33.7,17.4,25.55
12-03-1972,37,18.2,27.6
13-03-1972,37.2,22.5,29.85
14-03-1972,34.4,18.4,26.4
15-03-1972,35,17.6,26.3
16-03-1972,33.7,13.6,23.65
17-03-1972,27.3,13.7,20.5
18-03-1972,28.3,14.6,21.45
19-03-1972,29,15.8,22.4
20-03-1972,32.7,9.3,21
21-03-1972,35.4,12.2,23.8
22-03-1972,29.9,16.8,23.35
23-03-1972,31.2,11.5,21.35
24-03-1972,22.1,13.6,17.85
25-03-1972,22.2,9.5,15.85
26-03-1972,25.3,6.3,15.8
27-03-1972,24.8,8.2,16.5
28-03-1972,24,9.2,16.6
29-03-1972,26.2,12.9,19.55
30-03-1972,26.8,7.1,16.95
31-03-1972,33.4,8.2,20.8
01-04-1972,37.1,10.1,23.6
02-04-1972,37.6,14.9,26.25
03-04-1972,27.8,13.1,20.45
04-04-1972,26.4,10.6,18.5
05-04-1972,26.2,10.7,18.45
06-04-1972,19.9,14.7,17.3
07-04-1972,19.2,5.8,12.5
08-04-1972,22.7,5.7,14.2
09-04-1972,25.2,5.6,15.4
10-04-1972,23.6,5,14.3
11-04-1972,23.8,11,17.4
12-04-1972,28.7,9,18.85
13-04-1972,25.9,7,16.45
14-04-1972,27.5,6.2,16.85
15-04-1972,32.9,11.6,22.25
16-04-1972,35.6,14.7,25.15
17-04-1972,34.8,14.1,24.45
18-04-1972,23.7,16.9,20.3
19-04-1972,21.9,13.5,17.7
20-04-1972,21,14.5,17.75
21-04-1972,21.5,6.8,14.15
22-04-1972,24.7,7.1,15.9
23-04-1972,23.5,12.1,17.8
24-04-1972,26.1,12,19.05
25-04-1972,26.1,9,17.55
26-04-1972,26.1,4.6,15.35
27-04-1972,28.3,4.8,16.55
28-04-1972,23.2,7.1,15.15
29-04-1972,25.4,9.4,17.4
30-04-1972,25.5,6.8,16.15
01-05-1972,25.7,7,16.35
02-05-1972,30.1,7.2,18.65
03-05-1972,34.1,9.9,22
04-05-1972,29.1,12.9,21
05-05-1972,22.4,14.5,18.45
06-05-1972,27.6,11.9,19.75
07-05-1972,27.6,13.8,20.7
08-05-1972,23,5.8,14.4
09-05-1972,24.6,5,14.8
10-05-1972,25.2,7.2,16.2
11-05-1972,25.9,9.7,17.8
12-05-1972,20.4,6.8,13.6
13-05-1972,18.8,12.2,15.5
14-05-1972,20.2,10.5,15.35
15-05-1972,21.6,12.3,16.95
16-05-1972,22.3,9.6,15.95
17-05-1972,22.3,7.7,15
18-05-1972,24.6,7.8,16.2
19-05-1972,27.4,11.4,19.4
20-05-1972,27.1,10.1,18.6
21-05-1972,26.4,7.2,16.8
22-05-1972,24.7,8.5,16.6
23-05-1972,26.8,13.4,20.1
24-05-1972,25.5,14.8,20.15
25-05-1972,26.4,14,20.2
26-05-1972,24.6,11.9,18.25
27-05-1972,24.6,13.6,19.1
28-05-1972,24.5,13.4,18.95
29-05-1972,24.4,13.6,19
30-05-1972,16.5,13.5,15
31-05-1972,19.4,12.3,15.85
01-06-1972,19.4,5.2,12.3
02-06-1972,20.4,7.7,14.05
03-06-1972,20.5,11.3,15.9
04-06-1972,22,8.8,15.4
05-06-1972,23.4,8,15.7
06-06-1972,24.2,7,15.6
07-06-1972,23.6,7.3,15.45
08-06-1972,24.2,2.5,13.35
09-06-1972,21.9,5.6,13.75
10-06-1972,26,7.8,16.9
11-06-1972,26,8.3,17.15
12-06-1972,22.6,9.3,15.95
13-06-1972,20.7,13.7,17.2
14-06-1972,20.4,13.3,16.85
15-06-1972,18.5,6.2,12.35
16-06-1972,16,8.2,12.1
17-06-1972,19.4,10.6,15
18-06-1972,16.9,2.8,9.85
19-06-1972,19.6,4.6,12.1
20-06-1972,20.4,8.6,14.5
21-06-1972,18.8,14.3,16.55
22-06-1972,17,5.3,11.15
23-06-1972,18,3.8,10.9
24-06-1972,17.6,8.3,12.95
25-06-1972,16.9,9,12.95
26-06-1972,19.1,8.2,13.65
27-06-1972,14.8,11.3,13.05
28-06-1972,14.8,4.3,9.55
29-06-1972,13.5,0.2,6.85
30-06-1972,17,-0.2,8.4
01-07-1972,18.2,5.5,11.85
02-07-1972,19.6,9.1,14.35
03-07-1972,17,9,13
04-07-1972,15.7,6.4,11.05
05-07-1972,18.7,5,11.85
06-07-1972,18.2,3.3,10.75
07-07-1972,19.8,8.4,14.1
08-07-1972,18.2,11.4,14.8
09-07-1972,18.2,13.1,15.65
10-07-1972,19.2,7.3,13.25
11-07-1972,17,10.8,13.9
12-07-1972,19.1,9.5,14.3
13-07-1972,17.6,11.4,14.5
14-07-1972,16.2,5.4,10.8
15-07-1972,17,1.3,9.15
16-07-1972,19.3,3.3,11.3
17-07-1972,19.8,6.7,13.25
18-07-1972,18,8.3,13.15
19-07-1972,17.6,6.4,12
20-07-1972,18.5,7.4,12.95
21-07-1972,19,8.6,13.8
22-07-1972,20.6,10.1,15.35
23-07-1972,16.1,10.8,13.45
24-07-1972,18,4.2,11.1
25-07-1972,18.7,3,10.85
26-07-1972,12.3,6.8,9.55
27-07-1972,18.6,7.4,13
28-07-1972,18.9,6.8,12.85
29-07-1972,19.3,7.5,13.4
30-07-1972,13.9,8,10.95
31-07-1972,14.4,0.1,7.25
01-08-1972,16.2,3.9,10.05
02-08-1972,16,7.4,11.7
03-08-1972,15.2,8.1,11.65
04-08-1972,17.5,7.6,12.55
05-08-1972,14.2,1.5,7.85
06-08-1972,18.2,7.1,12.65
07-08-1972,16.5,8.2,12.35
08-08-1972,15.2,2.9,9.05
09-08-1972,16.8,6,11.4
10-08-1972,15.1,-0.1,7.5
11-08-1972,17.1,3.8,10.45
12-08-1972,18.5,4,11.25
13-08-1972,19.9,3.4,11.65
14-08-1972,20.4,3.5,11.95
15-08-1972,22.5,6.7,14.6
16-08-1972,16.1,11.9,14
17-08-1972,14.9,6.9,10.9
18-08-1972,17.5,6.7,12.1
19-08-1972,17.6,9.8,13.7
20-08-1972,18.2,11.8,15
21-08-1972,18.2,11.8,15
22-08-1972,19.7,10.5,15.1
23-08-1972,18.8,12.4,15.6
24-08-1972,20.4,8.9,14.65
25-08-1972,18.2,7.7,12.95
26-08-1972,20.1,11.7,15.9
27-08-1972,17.4,10.8,14.1
28-08-1972,17.7,8.9,13.3
29-08-1972,18.2,12.5,15.35
30-08-1972,21.3,11.8,16.55
31-08-1972,21.4,6,13.7
01-09-1972,20.3,9.9,15.1
02-09-1972,22.9,11.1,17
03-09-1972,22.5,11.7,17.1
04-09-1972,19.6,14.2,16.9
05-09-1972,17.2,13,15.1
06-09-1972,17.3,5.7,11.5
07-09-1972,18,4.8,11.4
08-09-1972,20.9,3.3,12.1
09-09-1972,25.7,5.6,15.65
10-09-1972,19.3,10.4,14.85
11-09-1972,18.2,7.1,12.65
12-09-1972,19,4.1,11.55
13-09-1972,24.5,4.5,14.5
14-09-1972,19.6,7.4,13.5
15-09-1972,20.2,9.6,14.9
16-09-1972,18.1,13.4,15.75
17-09-1972,16.9,4.4,10.65
18-09-1972,22.5,3.3,12.9
19-09-1972,26.8,6.1,16.45
20-09-1972,20,15.5,17.75
21-09-1972,18.1,2.9,10.5
22-09-1972,19.2,4.2,11.7
23-09-1972,19.7,11.1,15.4
24-09-1972,19.8,9.1,14.45
25-09-1972,22.7,7.6,15.15
26-09-1972,26,11.7,18.85
27-09-1972,26,13,19.5
28-09-1972,26.8,13.6,20.2
29-09-1972,21.3,13.2,17.25
30-09-1972,23.1,6.6,14.85
01-10-1972,19.2,9.9,14.55
02-10-1972,18.4,10,14.2
03-10-1972,17.2,2.4,9.8
04-10-1972,18.4,3.2,10.8
05-10-1972,21.3,2.4,11.85
06-10-1972,18.6,4.4,11.5
07-10-1972,18,12.6,15.3
08-10-1972,16,6.1,11.05
09-10-1972,18,2.6,10.3
10-10-1972,21.3,3.8,12.55
11-10-1972,23.7,6.9,15.3
12-10-1972,26.9,9.4,18.15
13-10-1972,28.1,9.9,19
14-10-1972,26.3,13.1,19.7
15-10-1972,29.2,12.3,20.75
16-10-1972,33,10.3,21.65
17-10-1972,25.7,12,18.85
18-10-1972,20.4,11.2,15.8
19-10-1972,22.3,2.8,12.55
20-10-1972,21.8,7,14.4
21-10-1972,22.8,5.3,14.05
22-10-1972,24.3,6.4,15.35
23-10-1972,23.5,6.5,15
24-10-1972,26.3,10.3,18.3
25-10-1972,28.8,12.3,20.55
26-10-1972,36.2,14.1,25.15
27-10-1972,25.4,17.3,21.35
28-10-1972,22.2,12.1,17.15
29-10-1972,24,11.2,17.6
30-10-1972,27.1,11.1,19.1
31-10-1972,24.7,13.5,19.1
01-11-1972,24,14.9,19.45
02-11-1972,24.9,13.8,19.35
03-11-1972,22.2,12.3,17.25
04-11-1972,23.2,10.5,16.85
05-11-1972,23.9,12.3,18.1
06-11-1972,27.8,9,18.4
07-11-1972,29.7,13.5,21.6
08-11-1972,27.6,13.5,20.55
09-11-1972,25.1,8.8,16.95
10-11-1972,24.9,10.5,17.7
11-11-1972,27.3,11.7,19.5
12-11-1972,30,10.7,20.35
13-11-1972,28.3,13,20.65
14-11-1972,25.5,15.7,20.6
15-11-1972,26.5,13.9,20.2
16-11-1972,26.9,8.4,17.65
17-11-1972,26.6,11,18.8
18-11-1972,29.9,13.7,21.8
19-11-1972,28.6,14.7,21.65
20-11-1972,31.3,13.5,22.4
21-11-1972,34.4,16.3,25.35
22-11-1972,34.6,15.1,24.85
23-11-1972,29.3,15.4,22.35
24-11-1972,34.4,14.7,24.55
25-11-1972,37.4,15.7,26.55
26-11-1972,39.2,21.7,30.45
27-11-1972,34.4,21.6,28
28-11-1972,27.6,19.3,23.45
29-11-1972,25.2,19.4,22.3
30-11-1972,28.2,13.8,21
01-12-1972,29.5,16.2,22.85
02-12-1972,33.7,14.6,24.15
03-12-1972,33.8,20.9,27.35
04-12-1972,26.1,17.5,21.8
05-12-1972,31.4,12.3,21.85
06-12-1972,33.9,16.8,25.35
07-12-1972,35.7,16.3,26
08-12-1972,38.7,17.8,28.25
09-12-1972,40.8,19.6,30.2
10-12-1972,39,17.7,28.35
11-12-1972,41.2,21.1,31.15
12-12-1972,31.9,17.5,24.7
13-12-1972,27.7,18.1,22.9
14-12-1972,29.2,15,22.1
15-12-1972,33.9,15,24.45
16-12-1972,37.7,17,27.35
17-12-1972,33.1,20.6,26.85
18-12-1972,28.3,16.5,22.4
19-12-1972,30.1,13.2,21.65
20-12-1972,29,13.2,21.1
21-12-1972,28.4,13.2,20.8
22-12-1972,29.5,19.6,24.55
23-12-1972,34.6,16.8,25.7
24-12-1972,29.1,14.8,21.95
25-12-1972,25.7,19.4,22.55
26-12-1972,25.7,18.1,21.9
27-12-1972,27.3,12.4,19.85
28-12-1972,27.3,13.3,20.3
29-12-1972,28.8,10.4,19.6
30-12-1972,38.6,17.5,28.05
31-12-1972,28.4,16.7,22.55
01-01-1973,28.1,14.6,21.35
02-01-1973,25.7,15.1,20.4
03-01-1973,29.1,9.8,19.45
04-01-1973,33.7,15.2,24.45
05-01-1973,34.5,19.4,26.95
06-01-1973,37.4,20.2,28.8
07-01-1973,33.3,23.2,28.25
08-01-1973,34.8,19.2,27
09-01-1973,36.7,20.1,28.4
10-01-1973,34.6,20.7,27.65
11-01-1973,32.5,19.3,25.9
12-01-1973,31.7,13.8,22.75
13-01-1973,35,16.6,25.8
14-01-1973,38.6,19.4,29
15-01-1973,40.9,20.4,30.65
16-01-1973,40.9,19.2,30.05
17-01-1973,25.7,20.9,23.3
18-01-1973,26.4,16.4,21.4
19-01-1973,25.9,14.5,20.2
20-01-1973,30.7,13.4,22.05
21-01-1973,35.2,18.6,26.9
22-01-1973,27.9,16.9,22.4
23-01-1973,33.8,16.4,25.1
