Date,Tmax,Tmin,Tavg
31-10-1992,28.8,12,20.4
01-11-1992,30.6,14.4,22.5
02-11-1992,27.6,12.6,20.1
03-11-1992,27,11.3,19.15
04-11-1992,27.8,14,20.9
05-11-1992,32.1,20,26.05
06-11-1992,24.5,14.4,19.45
07-11-1992,20.4,12.5,16.45
08-11-1992,20.1,5.9,13
09-11-1992,23.4,8,15.7
10-11-1992,27.2,12.7,19.95
11-11-1992,31.7,13.7,22.7
12-11-1992,34.2,16.9,25.55
13-11-1992,24.4,16.9,20.65
14-11-1992,25.9,15.6,20.75
15-11-1992,23.4,13.7,18.55
16-11-1992,23.2,14.1,18.65
17-11-1992,22.1,12.2,17.15
18-11-1992,17.9,11.2,14.55
19-11-1992,14.4,9.1,11.75
20-11-1992,17.6,4,10.8
21-11-1992,20.4,10.2,15.3
22-11-1992,20.6,14.2,17.4
23-11-1992,20,10.8,15.4
24-11-1992,22.5,14.1,18.3
25-11-1992,25.3,10.2,17.75
26-11-1992,24.9,9,16.95
27-11-1992,31.5,11.5,21.5
28-11-1992,36,17.5,26.75
29-11-1992,24.3,16.6,20.45
30-11-1992,22.5,14.9,18.7
01-12-1992,25,11.4,18.2
02-12-1992,25.1,10.4,17.75
03-12-1992,28,13.9,20.95
04-12-1992,31.7,13.6,22.65
05-12-1992,35.8,17.8,26.8
06-12-1992,39.1,17,28.05
07-12-1992,25.8,16.1,20.95
08-12-1992,24.1,12.9,18.5
09-12-1992,23.1,13.9,18.5
10-12-1992,24.4,11.1,17.75
11-12-1992,29.8,15.5,22.65
12-12-1992,31.7,15,23.35
13-12-1992,28.1,16.7,22.4
14-12-1992,26.7,14.5,20.6
15-12-1992,28.4,11.8,20.1
16-12-1992,32.5,15.5,24
17-12-1992,37.1,20.9,29
18-12-1992,24.6,17.6,21.1
19-12-1992,23,12.7,17.85
20-12-1992,27,11.7,19.35
21-12-1992,28,10.5,19.25
22-12-1992,26.8,13.2,20
23-12-1992,23.5,9.4,16.45
24-12-1992,24.8,11.9,18.35
25-12-1992,26.5,9.9,18.2
26-12-1992,30.2,14.3,22.25
27-12-1992,35.4,17.5,26.45
28-12-1992,34.1,19.7,26.9
29-12-1992,29.2,17,23.1
30-12-1992,25.6,19.2,22.4
31-12-1992,27.3,13.9,20.6
01-01-1993,23.7,11.9,17.8
02-01-1993,24.1,13.8,18.95
03-01-1993,29.8,13.7,21.75
04-01-1993,33.2,14.2,23.7
05-01-1993,35.7,18.8,27.25
06-01-1993,36.6,19.9,28.25
07-01-1993,38.1,20.1,29.1
08-01-1993,37.3,18.8,28.05
09-01-1993,38.1,21.2,29.65
10-01-1993,35.3,19.8,27.55
11-01-1993,33.2,18,25.6
12-01-1993,35,21,28
13-01-1993,30.7,18.3,24.5
14-01-1993,27.1,16.4,21.75
15-01-1993,25.7,18.8,22.25
16-01-1993,25.3,12.5,18.9
17-01-1993,27.8,11,19.4
18-01-1993,30,11.3,20.65
19-01-1993,31.1,16,23.55
20-01-1993,33,17.3,25.15
21-01-1993,34.1,17.6,25.85
22-01-1993,30.1,13.8,21.95
23-01-1993,26.1,14.6,20.35
24-01-1993,33.1,14.5,23.8
25-01-1993,35.5,16.4,25.95
26-01-1993,29.4,14.8,22.1
27-01-1993,32.2,13.3,22.75
28-01-1993,36,13.7,24.85
29-01-1993,40.5,19.4,29.95
30-01-1993,34.1,20.4,27.25
31-01-1993,35.7,22.3,29
01-02-1993,31.5,18.2,24.85
02-02-1993,29.2,11.6,20.4
03-02-1993,33.9,17.9,25.9
04-02-1993,36.9,18.7,27.8
05-02-1993,38.4,23.8,31.1
06-02-1993,24.1,17.2,20.65
07-02-1993,28.6,13.4,21
08-02-1993,32.1,15,23.55
09-02-1993,34.7,18.6,26.65
10-02-1993,28.5,14.6,21.55
11-02-1993,29.2,13.4,21.3
12-02-1993,33.3,15.7,24.5
13-02-1993,27.4,14.8,21.1
14-02-1993,30.3,15.3,22.8
15-02-1993,37.4,16.2,26.8
16-02-1993,37.9,22.2,30.05
17-02-1993,28.6,18.2,23.4
18-02-1993,28.1,15.5,21.8
19-02-1993,31.2,16.4,23.8
20-02-1993,30,13.9,21.95
21-02-1993,29.6,13.9,21.75
22-02-1993,31.9,15.9,23.9
23-02-1993,26.9,11.4,19.15
24-02-1993,26.3,12.3,19.3
25-02-1993,28.4,14.2,21.3
26-02-1993,31.1,16.7,23.9
27-02-1993,30.2,15.4,22.8
28-02-1993,30.7,14.2,22.45
01-03-1993,34.1,16.4,25.25
02-03-1993,36.4,20.2,28.3
03-03-1993,32.2,16.1,24.15
04-03-1993,32.8,17.2,25
05-03-1993,37.1,19.3,28.2
06-03-1993,29.7,18.7,24.2
07-03-1993,27.9,16.1,22
08-03-1993,28.7,18,23.35
09-03-1993,30.7,15.9,23.3
10-03-1993,32.6,16.8,24.7
11-03-1993,29.5,19.9,24.7
12-03-1993,26.9,15.9,21.4
13-03-1993,27.4,15.2,21.3
14-03-1993,27.8,13.4,20.6
15-03-1993,28.7,15.5,22.1
16-03-1993,28.7,16.1,22.4
17-03-1993,26.5,15.2,20.85
18-03-1993,21.5,10.3,15.9
19-03-1993,18.9,8,13.45
20-03-1993,23.6,5,14.3
21-03-1993,25.1,12.7,18.9
22-03-1993,26.6,10.6,18.6
23-03-1993,28,9.6,18.8
24-03-1993,23.3,8.7,16
25-03-1993,22.1,13.5,17.8
26-03-1993,22.6,13.2,17.9
27-03-1993,25.3,12.9,19.1
28-03-1993,32.1,10.1,21.1
29-03-1993,29.7,13.1,21.4
30-03-1993,23.4,13.6,18.5
31-03-1993,23.4,10.7,17.05
01-04-1993,27.5,13.1,20.3
02-04-1993,24.8,8.9,16.85
03-04-1993,21.4,15.7,18.55
04-04-1993,22.4,10.8,16.6
05-04-1993,21.9,10.7,16.3
06-04-1993,24.5,6.6,15.55
07-04-1993,27.7,10.3,19
08-04-1993,27.6,8.9,18.25
09-04-1993,26.1,11.5,18.8
10-04-1993,23.8,14.1,18.95
11-04-1993,21.2,13.2,17.2
12-04-1993,20,11,15.5
13-04-1993,23.2,3.9,13.55
14-04-1993,29.6,9.7,19.65
15-04-1993,31.1,16.7,23.9
16-04-1993,30.6,15.7,23.15
17-04-1993,29.2,15,22.1
18-04-1993,25.8,18,21.9
19-04-1993,24.5,17.7,21.1
20-04-1993,24.7,9.1,16.9
21-04-1993,22.4,9.2,15.8
22-04-1993,22.1,10.3,16.2
23-04-1993,23.1,15.5,19.3
24-04-1993,28.3,9.9,19.1
25-04-1993,23.9,6.4,15.15
26-04-1993,22.3,9.7,16
27-04-1993,24.3,10.6,17.45
28-04-1993,23.5,14.4,18.95
29-04-1993,22.4,10.1,16.25
30-04-1993,20.2,11.9,16.05
01-05-1993,21.3,15.2,18.25
02-05-1993,24.6,13.8,19.2
03-05-1993,23.8,13.2,18.5
04-05-1993,23.4,14.1,18.75
05-05-1993,24.2,15,19.6
06-05-1993,21.2,10.3,15.75
07-05-1993,20.4,7.8,14.1
08-05-1993,23.6,10.3,16.95
09-05-1993,23,12.9,17.95
10-05-1993,22.5,13.5,18
11-05-1993,22.5,11.7,17.1
12-05-1993,21.8,7.4,14.6
13-05-1993,22.4,10.5,16.45
14-05-1993,23,8.8,15.9
15-05-1993,24.6,11.4,18
16-05-1993,27,11.2,19.1
17-05-1993,28.8,12.5,20.65
18-05-1993,21.2,14.7,17.95
19-05-1993,19.2,14.3,16.75
20-05-1993,18.9,13.1,16
21-05-1993,18.1,4.4,11.25
22-05-1993,19.4,5,12.2
23-05-1993,19.1,3.7,11.4
24-05-1993,20.7,7.9,14.3
25-05-1993,22.4,7.4,14.9
26-05-1993,25.3,5.9,15.6
27-05-1993,19.6,13.2,16.4
28-05-1993,12.7,9.1,10.9
29-05-1993,15.6,2.7,9.15
30-05-1993,18.7,2.7,10.7
31-05-1993,18.1,5.3,11.7
01-06-1993,15.4,4.5,9.95
02-06-1993,19.6,6.2,12.9
03-06-1993,20,7.6,13.8
04-06-1993,19.4,7.3,13.35
05-06-1993,19.1,6.1,12.6
06-06-1993,19.4,8.8,14.1
07-06-1993,17.7,10.2,13.95
08-06-1993,13.7,10.3,12
09-06-1993,17,10,13.5
10-06-1993,18.6,6.7,12.65
11-06-1993,18.5,7.6,13.05
12-06-1993,16.9,7.2,12.05
13-06-1993,18.4,8.3,13.35
14-06-1993,19.6,5.9,12.75
15-06-1993,20.9,4.5,12.7
16-06-1993,18.5,12.6,15.55
17-06-1993,19.4,6.6,13
18-06-1993,18.6,10.6,14.6
19-06-1993,17.8,9.1,13.45
20-06-1993,17.5,9.2,13.35
21-06-1993,18.1,7.4,12.75
22-06-1993,19.4,7.5,13.45
23-06-1993,19.3,9,14.15
24-06-1993,19.6,10,14.8
25-06-1993,18.8,12.7,15.75
26-06-1993,19.4,10.4,14.9
27-06-1993,17,8.7,12.85
28-06-1993,18.9,10.4,14.65
29-06-1993,15.9,12.1,14
30-06-1993,17.5,5.5,11.5
01-07-1993,19.8,8.2,14
02-07-1993,18.2,11.4,14.8
03-07-1993,18,7.4,12.7
04-07-1993,16.1,6.9,11.5
05-07-1993,17.8,2.8,10.3
06-07-1993,16.7,6.8,11.75
07-07-1993,16.8,5.2,11
08-07-1993,17.8,8,12.9
09-07-1993,20.6,10.4,15.5
10-07-1993,22.5,12.4,17.45
11-07-1993,15.6,14.1,14.85
12-07-1993,17.8,11.3,14.55
13-07-1993,16.9,4.1,10.5
14-07-1993,18.5,7.4,12.95
15-07-1993,19.9,8.8,14.35
16-07-1993,16,10.3,13.15
17-07-1993,15.2,0.2,7.7
18-07-1993,16.1,3.8,9.95
19-07-1993,17,4.7,10.85
20-07-1993,19.1,5,12.05
21-07-1993,23.1,11.7,17.4
22-07-1993,19.4,14.7,17.05
23-07-1993,16.5,9.2,12.85
24-07-1993,16.8,2.6,9.7
25-07-1993,17.2,6.7,11.95
26-07-1993,19.9,9.1,14.5
27-07-1993,19.4,13.6,16.5
28-07-1993,19.7,11.8,15.75
29-07-1993,14.9,9.8,12.35
30-07-1993,15.7,5.4,10.55
31-07-1993,17,8.5,12.75
01-08-1993,16.2,1.4,8.8
02-08-1993,16.8,3.2,10
03-08-1993,20,3.3,11.65
04-08-1993,17.9,9.4,13.65
05-08-1993,16.2,7,11.6
06-08-1993,18.4,9.1,13.75
07-08-1993,19,9.2,14.1
08-08-1993,18.7,11,14.85
09-08-1993,18.1,12.4,15.25
10-08-1993,18.7,9.6,14.15
11-08-1993,18.2,8.1,13.15
12-08-1993,13.2,10.1,11.65
13-08-1993,14.7,1.1,7.9
14-08-1993,17.4,3.1,10.25
15-08-1993,16.8,6.6,11.7
16-08-1993,19.1,10,14.55
17-08-1993,22.1,7.4,14.75
18-08-1993,22.9,7.5,15.2
19-08-1993,21.2,5.7,13.45
20-08-1993,22.3,5.8,14.05
21-08-1993,23.5,8.5,16
22-08-1993,21.2,8.9,15.05
23-08-1993,19.4,10,14.7
24-08-1993,19.1,3.6,11.35
25-08-1993,14.9,7.1,11
26-08-1993,16.6,2.6,9.6
27-08-1993,17.6,4.5,11.05
28-08-1993,22.8,8.1,15.45
29-08-1993,15.4,8.5,11.95
30-08-1993,15.7,6.6,11.15
31-08-1993,16.4,1.4,8.9
01-09-1993,18.8,6.8,12.8
02-09-1993,20,4.7,12.35
03-09-1993,25.4,7.5,16.45
04-09-1993,16.8,10.6,13.7
05-09-1993,17.3,8.5,12.9
06-09-1993,17.6,7.5,12.55
07-09-1993,15.9,8,11.95
08-09-1993,17.9,2.8,10.35
09-09-1993,22.2,5.7,13.95
10-09-1993,26.9,8.7,17.8
11-09-1993,26.2,14,20.1
12-09-1993,21.8,14.8,18.3
13-09-1993,22.7,9.4,16.05
14-09-1993,22,11.4,16.7
15-09-1993,21,12.1,16.55
16-09-1993,19.5,14.2,16.85
17-09-1993,18,11.8,14.9
18-09-1993,15.7,8.7,12.2
19-09-1993,15.5,3.7,9.6
20-09-1993,17.9,2.5,10.2
21-09-1993,22.9,6.2,14.55
22-09-1993,26.6,8.5,17.55
23-09-1993,19.4,10.4,14.9
24-09-1993,21.5,6.5,14
25-09-1993,26.3,7.6,16.95
26-09-1993,25.9,9.4,17.65
27-09-1993,18.3,10.5,14.4
28-09-1993,19.8,4.5,12.15
29-09-1993,17.9,6.4,12.15
30-09-1993,16.2,5.3,10.75
01-10-1993,17.5,6.2,11.85
02-10-1993,17.1,1.7,9.4
03-10-1993,17.6,2.9,10.25
04-10-1993,22.7,4.6,13.65
05-10-1993,25.3,6.2,15.75
06-10-1993,20.4,10.4,15.4
07-10-1993,18.3,10.6,14.45
08-10-1993,18.2,12,15.1
09-10-1993,17.8,3.2,10.5
10-10-1993,20.2,6.3,13.25
11-10-1993,22.6,5.3,13.95
12-10-1993,25.1,8,16.55
13-10-1993,26.2,11.6,18.9
14-10-1993,21.3,14.3,17.8
15-10-1993,24.1,10.4,17.25
16-10-1993,19.2,12,15.6
17-10-1993,18,4.4,11.2
18-10-1993,20.5,4.3,12.4
19-10-1993,25.1,7.5,16.3
20-10-1993,29.5,12.2,20.85
21-10-1993,25.1,15.7,20.4
22-10-1993,22.4,9.9,16.15
23-10-1993,20.3,13.8,17.05
24-10-1993,21.2,8.9,15.05
25-10-1993,22.7,7.8,15.25
26-10-1993,21.8,7.5,14.65
27-10-1993,17.6,8.5,13.05
28-10-1993,18.3,6.3,12.3
29-10-1993,21.4,4.7,13.05
30-10-1993,20.5,5.3,12.9
31-10-1993,19.2,12,15.6
01-11-1993,20.4,7,13.7
02-11-1993,25.2,7.2,16.2
03-11-1993,29.7,11.4,20.55
04-11-1993,33.6,16.2,24.9
05-11-1993,24.2,16.1,20.15
06-11-1993,27.5,14.8,21.15
07-11-1993,29.2,14.2,21.7
08-11-1993,31.7,15,23.35
09-11-1993,24.1,16.3,20.2
10-11-1993,23.8,16,19.9
11-11-1993,24.2,12.2,18.2
12-11-1993,20.8,13.7,17.25
13-11-1993,28.2,12.4,20.3
14-11-1993,30.1,18,24.05
15-11-1993,30.4,15.9,23.15
16-11-1993,23.3,17.4,20.35
17-11-1993,21.5,13.4,17.45
18-11-1993,24,11.6,17.8
19-11-1993,23.5,9.4,16.45
20-11-1993,24.8,7.6,16.2
21-11-1993,27.6,11.4,19.5
22-11-1993,31,14.8,22.9
23-11-1993,32.9,12.6,22.75
24-11-1993,39.8,19.7,29.75
25-11-1993,23.4,18.8,21.1
26-11-1993,23.1,11.6,17.35
27-11-1993,28.2,11,19.6
28-11-1993,30.6,16.5,23.55
29-11-1993,28.1,16.9,22.5
30-11-1993,24.2,16.1,20.15
01-12-1993,27.7,13.1,20.4
02-12-1993,28.3,13.2,20.75
03-12-1993,29.9,15.1,22.5
04-12-1993,29.9,13.9,21.9
05-12-1993,30.3,13.9,22.1
06-12-1993,31.9,14.2,23.05
07-12-1993,34.1,16.5,25.3
08-12-1993,34.5,23.8,29.15
09-12-1993,21.9,15.6,18.75
10-12-1993,23.4,10.9,17.15
11-12-1993,27.3,12,19.65
12-12-1993,27.6,12,19.8
13-12-1993,25.1,11.4,18.25
14-12-1993,26.5,11.9,19.2
15-12-1993,34.6,12.8,23.7
16-12-1993,39.2,19.3,29.25
17-12-1993,41.2,20,30.6
18-12-1993,36.3,14.5,25.4
19-12-1993,29.1,18.1,23.6
20-12-1993,24.3,14.2,19.25
21-12-1993,26.4,9.4,17.9
22-12-1993,29.6,12.1,20.85
23-12-1993,29.7,12.8,21.25
24-12-1993,30.2,14.7,22.45
25-12-1993,33.4,15.5,24.45
26-12-1993,37.5,16.2,26.85
27-12-1993,38.6,22.2,30.4
28-12-1993,25.1,18.8,21.95
29-12-1993,29.1,13.2,21.15
30-12-1993,36.2,16.1,26.15
31-12-1993,32.4,19.3,25.85
01-01-1994,26.1,13.7,19.9
02-01-1994,25.6,12.3,18.95
03-01-1994,25.3,9.9,17.6
04-01-1994,25.7,10.6,18.15
05-01-1994,26.4,10.8,18.6
06-01-1994,25.7,13.2,19.45
07-01-1994,26,11.4,18.7
08-01-1994,30,15,22.5
09-01-1994,33.1,17.2,25.15
10-01-1994,29,16,22.5
11-01-1994,31.3,17.6,24.45
12-01-1994,32.3,15.2,23.75
13-01-1994,33.7,18.3,26
14-01-1994,33.4,18.7,26.05
15-01-1994,24.3,16.6,20.45
16-01-1994,24.8,13.3,19.05
17-01-1994,29.4,11.9,20.65
18-01-1994,32.6,17,24.8
19-01-1994,37.5,18.4,27.95
20-01-1994,40.8,21.1,30.95
21-01-1994,32.9,25.2,29.05
22-01-1994,34,13.4,23.7
23-01-1994,37.8,20.4,29.1
24-01-1994,25.7,19.3,22.5
25-01-1994,22.9,15.1,19
26-01-1994,28.2,15,21.6
27-01-1994,35.3,15.9,25.6
28-01-1994,37.5,18.9,28.2
29-01-1994,36.1,18.3,27.2
30-01-1994,37.1,19.3,28.2
31-01-1994,41.7,22.8,32.25
01-02-1994,25.9,20.1,23
02-02-1994,23.9,17.8,20.85
03-02-1994,27.9,12.7,20.3
04-02-1994,30.4,15.4,22.9
05-02-1994,25.4,16.2,20.8
06-02-1994,24.4,9.6,17
07-02-1994,24.9,10.2,17.55
08-02-1994,25.6,8.4,17
09-02-1994,25.9,10,17.95
10-02-1994,29.3,13.1,21.2
11-02-1994,34.9,15.7,25.3
12-02-1994,38.2,19.5,28.85
13-02-1994,26.3,18.1,22.2
14-02-1994,28.4,10.4,19.4
15-02-1994,30.9,12.3,21.6
16-02-1994,33.5,15,24.25
17-02-1994,35.3,17.3,26.3
18-02-1994,34.6,20.3,27.45
19-02-1994,37.4,18.6,28
20-02-1994,29.3,15.5,22.4
21-02-1994,31.5,12.9,22.2
22-02-1994,33.4,15.1,24.25
23-02-1994,32,19.4,25.7
24-02-1994,33.1,20.7,26.9
25-02-1994,33,22.5,27.75
26-02-1994,32.3,20.3,26.3
27-02-1994,29.4,16.8,23.1
28-02-1994,30.9,14.5,22.7
01-03-1994,32.3,14.4,23.35
02-03-1994,33.1,16,24.55
03-03-1994,34.2,18,26.1
04-03-1994,35,16.1,25.55
05-03-1994,34.7,17,25.85
06-03-1994,34.4,16.4,25.4
07-03-1994,35.8,19.2,27.5
08-03-1994,26.7,13,19.85
09-03-1994,30,11,20.5
10-03-1994,32.7,15.7,24.2
11-03-1994,38.5,19.7,29.1
12-03-1994,38.2,16.6,27.4
13-03-1994,36.7,16.1,26.4
14-03-1994,31,15.2,23.1
15-03-1994,34,19,26.5
16-03-1994,36.3,18.7,27.5
17-03-1994,32,13.9,22.95
18-03-1994,38.8,15.2,27
19-03-1994,31.2,19.9,25.55
20-03-1994,33.2,20.6,26.9
21-03-1994,38.6,19.1,28.85
22-03-1994,30,22.6,26.3
23-03-1994,28.5,20.4,24.45
24-03-1994,27,16.5,21.75
25-03-1994,25.8,13.4,19.6
26-03-1994,29.9,12.9,21.4
27-03-1994,25.8,12.7,19.25
28-03-1994,23,13.6,18.3
29-03-1994,24.2,7.3,15.75
30-03-1994,23.7,8.8,16.25
31-03-1994,25.3,8.8,17.05
01-04-1994,28.3,9.1,18.7
02-04-1994,28.7,11.4,20.05
03-04-1994,29.6,13.3,21.45
04-04-1994,25.6,9.9,17.75
05-04-1994,25.6,12.9,19.25
06-04-1994,27.8,10.1,18.95
07-04-1994,31.8,15.5,23.65
08-04-1994,25.8,12,18.9
09-04-1994,27.9,13.4,20.65
10-04-1994,28.2,15,21.6
11-04-1994,31.9,16.5,24.2
12-04-1994,35.5,19.4,27.45
13-04-1994,27.9,19.3,23.6
14-04-1994,31.5,15.9,23.7
15-04-1994,31.8,18.1,24.95
16-04-1994,28.1,18.3,23.2
17-04-1994,27.5,14.3,20.9
18-04-1994,33.4,16.7,25.05
19-04-1994,33.3,19.3,26.3
20-04-1994,27.4,16.8,22.1
21-04-1994,26.6,14,20.3
22-04-1994,26.2,11.5,18.85
23-04-1994,27.3,10.6,18.95
24-04-1994,25.6,14,19.8
25-04-1994,23.4,10.8,17.1
26-04-1994,23.1,12.3,17.7
27-04-1994,23.8,11.3,17.55
28-04-1994,27.6,10.3,18.95
29-04-1994,26.2,6.9,16.55
30-04-1994,23.4,9.2,16.3
01-05-1994,24.2,11.8,18
02-05-1994,28.6,11.7,20.15
03-05-1994,31.1,14.1,22.6
04-05-1994,25.2,10.3,17.75
05-05-1994,26.9,11.4,19.15
06-05-1994,27.7,11.9,19.8
07-05-1994,25.3,15,20.15
08-05-1994,23.9,9.8,16.85
09-05-1994,24.2,9.6,16.9
10-05-1994,24.2,8.5,16.35
11-05-1994,23,7.8,15.4
12-05-1994,22.8,7.1,14.95
13-05-1994,23.1,10.9,17
14-05-1994,26.8,9.8,18.3
15-05-1994,25.1,9.4,17.25
16-05-1994,23.1,12.4,17.75
17-05-1994,23,6.2,14.6
18-05-1994,25.6,6.8,16.2
19-05-1994,24.1,8.6,16.35
20-05-1994,24.7,13.3,19
21-05-1994,21.2,9.2,15.2
22-05-1994,19.4,13.2,16.3
23-05-1994,18.5,12.9,15.7
24-05-1994,17.9,9.4,13.65
25-05-1994,19.8,11.8,15.8
26-05-1994,22,13.1,17.55
27-05-1994,24.1,10.4,17.25
28-05-1994,24,10.6,17.3
29-05-1994,23.4,14.5,18.95
30-05-1994,17.2,10.2,13.7
31-05-1994,19.2,7.8,13.5
01-06-1994,17.4,10.3,13.85
02-06-1994,15.6,8.2,11.9
03-06-1994,15.3,6.2,10.75
04-06-1994,15.7,5.9,10.8
05-06-1994,18.5,5.6,12.05
06-06-1994,20.4,8.4,14.4
07-06-1994,21.1,10.4,15.75
08-06-1994,17.2,10.3,13.75
09-06-1994,17.1,7,12.05
10-06-1994,19.7,4.4,12.05
11-06-1994,18.5,9.1,13.8
12-06-1994,17.6,8,12.8
13-06-1994,19,4.5,11.75
14-06-1994,18.4,7.1,12.75
15-06-1994,20.4,7.1,13.75
16-06-1994,22.8,4.5,13.65
17-06-1994,22.5,9,15.75
18-06-1994,21,11.7,16.35
19-06-1994,18.9,14.2,16.55
20-06-1994,21.1,14.7,17.9
21-06-1994,15.1,8.8,11.95
22-06-1994,18.4,10,14.2
23-06-1994,19.7,10.4,15.05
24-06-1994,18.8,9.5,14.15
25-06-1994,17.8,6.3,12.05
26-06-1994,21.9,8.3,15.1
27-06-1994,18,10.8,14.4
28-06-1994,19.6,9,14.3
29-06-1994,19.6,6.3,12.95
30-06-1994,19.4,8.4,13.9
01-07-1994,17.9,11.9,14.9
02-07-1994,19.4,10.9,15.15
03-07-1994,20,13.6,16.8
04-07-1994,20.8,13.8,17.3
05-07-1994,23.7,9.1,16.4
06-07-1994,20.3,12.6,16.45
07-07-1994,21.3,10,15.65
08-07-1994,15.2,12.1,13.65
09-07-1994,14.5,8.8,11.65
10-07-1994,14.4,6,10.2
11-07-1994,17.2,6.8,12
12-07-1994,17.2,5.2,11.2
13-07-1994,17.1,6.9,12
14-07-1994,18.5,9.2,13.85
15-07-1994,19.3,9.4,14.35
16-07-1994,19.4,12,15.7
17-07-1994,21.9,8.5,15.2
18-07-1994,23,8,15.5
19-07-1994,21.3,5.7,13.5
20-07-1994,22.3,5.4,13.85
21-07-1994,26.2,9,17.6
22-07-1994,20.8,13.3,17.05
23-07-1994,17.8,11.6,14.7
24-07-1994,16.8,11.3,14.05
25-07-1994,17.6,9.5,13.55
26-07-1994,18,5.7,11.85
27-07-1994,18,7.3,12.65
28-07-1994,19.9,10.8,15.35
29-07-1994,15.2,1.6,8.4
30-07-1994,15.7,2.5,9.1
31-07-1994,18,5.6,11.8
01-08-1994,21.2,5.8,13.5
02-08-1994,22.7,5.4,14.05
03-08-1994,22,5.9,13.95
04-08-1994,14.7,11,12.85
05-08-1994,17.5,2.8,10.15
06-08-1994,16.8,6,11.4
07-08-1994,18.5,7.4,12.95
08-08-1994,19.6,9.1,14.35
09-08-1994,18.7,11.7,15.2
10-08-1994,22.5,12.4,17.45
11-08-1994,16.8,13.8,15.3
12-08-1994,16.7,7,11.85
13-08-1994,17.4,8.1,12.75
14-08-1994,19.3,7.1,13.2
15-08-1994,20.7,5.1,12.9
16-08-1994,19.9,6,12.95
17-08-1994,20.8,5.8,13.3
18-08-1994,20.9,7.9,14.4
19-08-1994,20.7,8.9,14.8
20-08-1994,22.5,6,14.25
21-08-1994,20.7,5.7,13.2
22-08-1994,19.2,7.1,13.15
23-08-1994,21.4,6.6,14
24-08-1994,26,10.2,18.1
25-08-1994,27.1,11.1,19.1
26-08-1994,23.3,12.1,17.7
27-08-1994,20.1,11.7,15.9
28-08-1994,19,11.3,15.15
29-08-1994,18.1,9.2,13.65
30-08-1994,19,7.8,13.4
31-08-1994,16.6,8.8,12.7
01-09-1994,17.7,10.2,13.95
02-09-1994,18.1,7.3,12.7
03-09-1994,19.2,2.2,10.7
04-09-1994,21.2,5,13.1
05-09-1994,23,6.4,14.7
06-09-1994,22.2,6,14.1
07-09-1994,22.4,8,15.2
08-09-1994,25.4,10.8,18.1
09-09-1994,30.8,8,19.4
10-09-1994,19.3,13.8,16.55
11-09-1994,17.3,6.5,11.9
12-09-1994,19.4,5.8,12.6
13-09-1994,20.2,6.6,13.4
14-09-1994,20.1,9.9,15
15-09-1994,22.1,9.7,15.9
16-09-1994,25.5,12.9,19.2
17-09-1994,25.2,14.9,20.05
18-09-1994,21.8,12.8,17.3
19-09-1994,24.6,12.3,18.45
20-09-1994,31,14.8,22.9
21-09-1994,20.5,12.8,16.65
22-09-1994,20.9,8.8,14.85
23-09-1994,21.5,8.6,15.05
24-09-1994,23.1,9,16.05
25-09-1994,28.2,12.5,20.35
26-09-1994,21.1,12.3,16.7
27-09-1994,19.3,11.2,15.25
28-09-1994,19.4,11.8,15.6
29-09-1994,20.2,5.2,12.7
30-09-1994,19.8,11.1,15.45
01-10-1994,19,9.2,14.1
02-10-1994,19.6,11.6,15.6
03-10-1994,18.2,3.9,11.05
04-10-1994,19,3.6,11.3
05-10-1994,17.7,8.9,13.3
06-10-1994,17.8,1.3,9.55
07-10-1994,23.8,4.3,14.05
08-10-1994,29.7,8.8,19.25
09-10-1994,27.4,6.9,17.15
10-10-1994,29,13.5,21.25
11-10-1994,26.4,11.6,19
12-10-1994,24.3,10.9,17.6
13-10-1994,24.7,12.4,18.55
14-10-1994,19,9.2,14.1
15-10-1994,19.9,4,11.95
16-10-1994,23.7,10.7,17.2
17-10-1994,26.2,11.8,19
18-10-1994,26,12.8,19.4
19-10-1994,28.4,12.2,20.3
20-10-1994,31.4,13.7,22.55
21-10-1994,34.2,18.1,26.15
22-10-1994,24.6,14.3,19.45
23-10-1994,22.2,15.1,18.65
24-10-1994,21.3,15.1,18.2
25-10-1994,20.5,8.7,14.6
26-10-1994,21.8,6.7,14.25
27-10-1994,22.4,8.8,15.6
28-10-1994,24.7,10.4,17.55
29-10-1994,29.7,10.8,20.25
30-10-1994,21.7,10.4,16.05
31-10-1994,21.8,7.6,14.7
01-11-1994,25.7,7.9,16.8
02-11-1994,23,6.2,14.6
03-11-1994,25,10.6,17.8
04-11-1994,28.9,12.9,20.9
05-11-1994,32.8,15.5,24.15
06-11-1994,36.7,18.2,27.45
07-11-1994,35.7,20.9,28.3
08-11-1994,25.1,19.6,22.35
09-11-1994,25.1,13.3,19.2
10-11-1994,26,14.4,20.2
11-11-1994,27.1,13.4,20.25
12-11-1994,27.6,9.3,18.45
13-11-1994,29.9,14.4,22.15
14-11-1994,32.4,15.5,23.95
15-11-1994,34.4,16.3,25.35
16-11-1994,34.5,17.5,26
17-11-1994,27.3,15.2,21.25
18-11-1994,23.3,15.2,19.25
19-11-1994,25.1,7.6,16.35
20-11-1994,26.6,11.4,19
21-11-1994,32.8,13.3,23.05
22-11-1994,28.1,20.3,24.2
23-11-1994,23.3,12.6,17.95
24-11-1994,23.2,12.6,17.9
25-11-1994,23.9,16.2,20.05
